,lat,minPrimary_transitTime,min_dis,remaining_lease,DBSS,Improved,Model A,New Generation,Type S1,Type S2,2 ROOM,01 TO 03,04 TO 06,16 TO 18,19 TO 21,22 TO 24,25 TO 27,28 TO 30,31 TO 33,34 TO 36,37 TO 39,40 TO 42,43 TO 45,BISHAN,BUKIT MERAH,CENTRAL AREA,CHOA CHU KANG,CLEMENTI,JURONG WEST,KALLANG/WHAMPOA,QUEENSTOWN,WOODLANDS,YISHUN,resale_price_per_sqm
101,1.36586608373138,609.0,0.0069775992562489,80.41666666666667,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5760.869565217391
102,1.41824920330568,1226.0,0.0009178357339106,93.91666666666669,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7253.731343283582
103,1.37826106389098,1024.0,0.0163608874779029,72.16666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5495.8677685950415
104,1.35551796009099,430.0,0.0016625938263122,61.083333333333336,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5589.041095890411
105,1.43141656564449,564.0,0.0066480144745602,63.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4903.846153846154
106,1.34972661567521,846.0,0.0113653880529637,94.58333333333331,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6102.941176470588
107,1.34660733553492,359.0,0.0090287748509105,60.16666666666666,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5013.698630136986
108,1.35591015038813,928.0,0.0058471578285919,74.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7752.06611570248
109,1.30499200291151,876.0,0.0048439603747211,53.41666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7526.315789473684
110,1.29579395038247,1215.0,0.0034881844701432,92.58333333333331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10156.626506024097
111,1.44985632437762,1112.0,0.012328217371268,94.33333333333331,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6107.5268817204305
112,1.33003736213542,579.0,0.0062623445481518,94.75,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8602.150537634408
113,1.39832082870875,735.0,0.0018934833265403,73.33333333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5206.611570247934
114,1.38907484388669,638.0,0.0032216575139551,75.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5127.450980392156
115,1.38871268226762,681.0,0.0037444303684882,74.66666666666667,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5082.644628099173
116,1.34425348635592,1021.0,0.0027859433244393,65.25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5048.076923076923
117,1.37175994350777,244.0,0.0110826676605269,62.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5797.101449275362
118,1.40258109606452,1070.0,0.004340529549846,93.66666666666669,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6403.508771929824
119,1.36941049804616,923.0,0.0035812918966435,79.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8777.777777777777
120,1.43599797313423,711.0,0.0126980977823777,73.5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4836.065573770492
121,1.3480931246949,977.0,0.007447720419995,58.583333333333336,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5379.7468354430375
122,1.38430780704299,580.0,0.0063355800302213,94.91666666666669,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6580.645161290323
123,1.43010378077548,854.0,0.0030765346776664,69.41666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5327.232876712329
